,home_team,away_team,result,goals_h,goals_a,round,ball_poss_h,ball_poss_a,goal_attempts_h,goal_attempts_a,shots_on_h,shots_on_a,shots_off_h,shots_off_a,shots_blocked_h,shots_blocked_a,free_kicks_h,free_kicks_a,corner_kicks_h,corner_kicks_a,offsides_h,offsides_a,thorw-in_h,thorw-in_a,goalkeeper_saves_h,goalkeeper_saves_a,fouls_h,fouls_a,yellow_h,yellow_a,red_h,red_a,passes_h,passes_a,passes_completed_h,passes_completed_a,tackles_h,tackles_a,attacks_h,attacks_a,attacks_dang_h,attacks_dang_a,odds_avg_h,odds_avg_a,odds_avg_d,date
19,Korona Kielce,Wisła Kraków,A,0,3,34,63%,37%,14.0,8.0,2.0,4.0,12.0,4.0,,,,,11.0,2.0,4.0,1.0,,,1.0,2.0,12.0,16.0,,,3.0,4.0,,,,,,,114.0,73.0,111.0,37.0,2.26,3.2,3.25,2018-05-06
18,Jagiellonia Białystok,Legia Warszawa,D,0,0,34,61%,39%,13.0,1.0,1.0,0.0,12.0,1.0,,,,,5.0,2.0,4.0,5.0,,,1.0,1.0,13.0,11.0,,,1.0,3.0,,,,,,,129.0,101.0,79.0,40.0,2.76,2.57,3.2,2018-05-06
16,Śląsk Wrocław,Pogoń Szczecin,H,2,0,35,50%,50%,12.0,9.0,5.0,2.0,7.0,7.0,,,,,6.0,2.0,5.0,2.0,,,2.0,3.0,17.0,12.0,0.0,1.0,3.0,2.0,,,,,,,111.0,125.0,64.0,68.0,2.97,2.36,3.3,2018-05-08
17,Bruk-Bet T.,Sandecja Nowy Sącz,D,1,1,35,44%,56%,12.0,11.0,4.0,2.0,8.0,9.0,,,,,6.0,8.0,0.0,1.0,,,1.0,3.0,15.0,15.0,,,3.0,3.0,,,,,,,86.0,96.0,68.0,71.0,2.1,3.35,3.4,2018-05-08
15,Arka Gdynia,Cracovia,H,2,0,35,52%,48%,12.0,12.0,5.0,4.0,7.0,8.0,,,,,6.0,2.0,0.0,1.0,,,4.0,3.0,26.0,20.0,,,2.0,4.0,,,,,,,107.0,88.0,67.0,56.0,2.76,2.5,3.2,2018-05-08
243,Piast Gliwice,Lechia Gdańsk,A,0,2,35,60%,40%,16.0,5.0,4.0,4.0,12.0,1.0,,,,,11.0,1.0,2.0,1.0,,,2.0,4.0,15.0,13.0,,,1.0,2.0,,,,,,,103.0,104.0,114.0,83.0,2.2,3.15,3.2,2018-05-08
14,Górnik Zabrze,Korona Kielce,D,2,2,35,51%,49%,17.0,9.0,4.0,2.0,13.0,7.0,,,,,10.0,6.0,2.0,2.0,,,0.0,2.0,8.0,22.0,,,2.0,3.0,,,,,,,82.0,73.0,72.0,50.0,1.9,3.7,3.6,2018-05-09
13,Wisła Kraków,Zagłębie Lubin,H,3,0,35,34%,66%,12.0,12.0,6.0,2.0,6.0,10.0,,,,,2.0,12.0,1.0,2.0,,,2.0,3.0,13.0,12.0,,,3.0,3.0,,,,,,,80.0,141.0,40.0,85.0,1.95,3.75,3.4,2018-05-09
12,Lech Poznań,Jagiellonia Białystok,A,0,2,35,63%,37%,13.0,7.0,2.0,2.0,11.0,5.0,,,,,2.0,2.0,1.0,3.0,,,0.0,2.0,16.0,19.0,,,1.0,2.0,,,,,,,117.0,98.0,71.0,37.0,1.86,4.15,3.5,2018-05-09
242,Legia Warszawa,Wisła Płock,H,3,2,35,41%,59%,11.0,11.0,5.0,7.0,6.0,4.0,,,,,2.0,5.0,0.0,1.0,,,5.0,2.0,15.0,14.0,1.0,0.0,3.0,4.0,,,,,,,71.0,90.0,30.0,58.0,1.62,5.5,3.6,2018-05-09
9,Bruk-Bet T.,Arka Gdynia,H,2,1,36,45%,55%,14.0,16.0,6.0,6.0,8.0,10.0,,,,,3.0,5.0,2.0,2.0,,,5.0,4.0,13.0,6.0,,,,,,,,,,,94.0,124.0,49.0,72.0,1.72,4.4,3.85,2018-05-12
11,Sandecja Nowy Sącz,Cracovia,A,0,1,36,55%,45%,13.0,13.0,5.0,3.0,8.0,10.0,,,,,9.0,6.0,1.0,0.0,,,2.0,5.0,17.0,8.0,,,3.0,0.0,,,,,,,80.0,60.0,60.0,52.0,2.25,3.2,3.15,2018-05-12
10,Pogoń Szczecin,Lechia Gdańsk,D,1,1,36,52%,48%,12.0,10.0,3.0,7.0,9.0,3.0,,,,,3.0,4.0,0.0,1.0,,,6.0,2.0,19.0,9.0,,,4.0,4.0,,,,,,,90.0,94.0,54.0,59.0,2.2,3.05,3.4,2018-05-12
241,Śląsk Wrocław,Piast Gliwice,H,3,1,36,42%,58%,10.0,22.0,3.0,4.0,7.0,18.0,,,,,4.0,6.0,1.0,2.0,,,3.0,0.0,10.0,8.0,,,0.0,1.0,,,,,,,65.0,89.0,25.0,66.0,2.6,2.62,3.3,2018-05-12
240,Zagłębie Lubin,Jagiellonia Białystok,A,1,2,36,54%,46%,12.0,12.0,5.0,4.0,7.0,8.0,,,,,4.0,5.0,1.0,0.0,,,3.0,4.0,12.0,14.0,,,3.0,3.0,,,,,,,117.0,115.0,61.0,65.0,4.0,1.87,3.5,2018-05-13
8,Wisła Płock,Korona Kielce,H,4,1,36,50%,50%,14.0,6.0,8.0,4.0,6.0,2.0,,,,,6.0,3.0,2.0,2.0,,,3.0,4.0,18.0,10.0,0.0,1.0,2.0,3.0,,,,,,,87.0,91.0,65.0,61.0,1.8,4.55,3.4,2018-05-13
7,Wisła Kraków,Lech Poznań,D,1,1,36,62%,38%,9.0,9.0,2.0,4.0,7.0,5.0,,,,,6.0,4.0,1.0,2.0,,,3.0,1.0,17.0,14.0,,,2.0,4.0,,,,,,,95.0,75.0,56.0,46.0,2.96,2.3,3.3,2018-05-13
6,Legia Warszawa,Górnik Zabrze,H,2,0,36,58%,42%,10.0,13.0,6.0,4.0,4.0,9.0,,,,,8.0,4.0,4.0,4.0,,,4.0,4.0,16.0,13.0,1.0,0.0,4.0,2.0,,,,,,,44.0,50.0,71.0,56.0,1.72,4.4,3.9,2018-05-13
239,Piast Gliwice,Bruk-Bet T.,H,4,0,37,44%,56%,15.0,13.0,7.0,6.0,8.0,7.0,,,,,1.0,8.0,3.0,1.0,,,6.0,3.0,17.0,13.0,,,3.0,0.0,,,,,,,125.0,149.0,86.0,101.0,1.97,3.85,3.3,2018-05-19
5,Lechia Gdańsk,Sandecja Nowy Sącz,D,1,1,37,53%,47%,18.0,14.0,10.0,2.0,8.0,12.0,,,,,5.0,6.0,1.0,0.0,,,2.0,9.0,15.0,23.0,,,2.0,3.0,,,,,,,93.0,82.0,78.0,51.0,1.65,5.1,3.75,2018-05-19
4,Cracovia,Pogoń Szczecin,A,1,4,37,54%,46%,14.0,17.0,4.0,9.0,10.0,8.0,,,,,9.0,2.0,2.0,3.0,,,5.0,3.0,16.0,23.0,,,2.0,4.0,,,,,,,121.0,125.0,88.0,77.0,1.95,3.55,3.5,2018-05-19
3,Arka Gdynia,Śląsk Wrocław,A,0,1,37,64%,36%,14.0,9.0,4.0,2.0,10.0,7.0,,,,,6.0,3.0,4.0,2.0,,,1.0,4.0,14.0,17.0,,,2.0,4.0,,,,,,,133.0,86.0,86.0,42.0,2.16,3.45,3.2,2018-05-19
238,Lech Poznań,Legia Warszawa,A,0,3,37,63%,37%,8.0,5.0,2.0,4.0,6.0,1.0,,,,,15.0,4.0,0.0,4.0,,,4.0,2.0,11.0,11.0,,,2.0,0.0,,,,,,,47.0,40.0,32.0,20.0,2.6,2.72,3.15,2018-05-20
2,Korona Kielce,Zagłębie Lubin,A,0,2,37,41%,59%,6.0,17.0,3.0,6.0,3.0,11.0,,,,,3.0,6.0,0.0,2.0,,,4.0,3.0,15.0,16.0,,,3.0,1.0,,,,,,,144.0,206.0,64.0,122.0,2.36,2.95,3.2,2018-05-20
1,Jagiellonia Białystok,Wisła Płock,H,2,1,37,52%,48%,12.0,14.0,5.0,4.0,7.0,10.0,,,,,4.0,4.0,2.0,6.0,,,3.0,3.0,18.0,17.0,0.0,1.0,2.0,7.0,,,,,,,91.0,86.0,55.0,56.0,1.72,4.55,3.8,2018-05-20
0,Górnik Zabrze,Wisła Kraków,H,2,0,37,43%,57%,8.0,9.0,3.0,4.0,5.0,5.0,,,,,4.0,8.0,3.0,1.0,,,4.0,1.0,13.0,17.0,,,4.0,4.0,,,,,,,66.0,63.0,43.0,35.0,2.3,3.1,3.25,2018-05-20
